userid,fcnname,actionid,actiontype,time,input,output,quizq,actualoutput,result,finalguess,
mislam8,Induced,49,eval_input,2020-03-03 11:51:52,10,45,,,,,
mislam8,Induced,50,eval_input,2020-03-03 11:51:55,11,55,,,,,
mislam8,Induced,51,quiz_answer,2020-03-03 11:53:02,11,55,0,55,true,,
mislam8,Induced,52,quiz_answer,2020-03-03 11:53:57,9,36,1,36,true,,
mislam8,Induced,53,quiz_answer,2020-03-03 11:54:03,6,15,2,15,true,,
mislam8,Induced,54,final_answer,2020-03-03 11:54:04,,,,,,"for f(n), outputs f(n-1)+(n-1)",
mislam8,Average,55,eval_input,2020-03-03 11:54:32,0 0 0 0 0,0,,,,,
mislam8,Average,56,eval_input,2020-03-03 11:54:36,0 0 0 0 1,0.2,,,,,
mislam8,Average,57,eval_input,2020-03-03 11:54:43,0 0 0 1 1,0.4,,,,,
mislam8,Average,58,eval_input,2020-03-03 11:54:49,1 1 1 1 1,1,,,,,
mislam8,Average,59,eval_input,2020-03-03 11:55:00,100 200 300 400 500,300,,,,,
mislam8,Average,60,eval_input,2020-03-03 11:55:42,2 60 4 8 6,16,,,,,
mislam8,Average,61,eval_input,2020-03-03 11:55:50,2,2,,,,,
mislam8,Average,62,eval_input,2020-03-03 11:55:53,0,0,,,,,
mislam8,Average,63,eval_input,2020-03-03 11:55:57,333,333,,,,,
mislam8,Average,64,eval_input,2020-03-03 11:56:03,333 666 999,666,,,,,
mislam8,Average,65,quiz_answer,2020-03-03 11:56:20,1 8 24,11,0,11,true,,
mislam8,Average,66,quiz_answer,2020-03-03 11:56:27,8 1 24,11,1,11,true,,
mislam8,Average,67,quiz_answer,2020-03-03 11:56:32,1 2 3 14,5,2,5,true,,
mislam8,Average,68,final_answer,2020-03-03 11:56:33,,,,,,average of integers in input,
mislam8,SecondIntoFirstDivisible,69,eval_input,2020-03-03 11:57:03,0 0,true,,,,,
mislam8,SecondIntoFirstDivisible,70,eval_input,2020-03-03 11:57:06,1 0,false,,,,,
mislam8,SecondIntoFirstDivisible,71,eval_input,2020-03-03 11:57:11,0 1,true,,,,,
mislam8,SecondIntoFirstDivisible,72,eval_input,2020-03-03 11:57:23,22 33,false,,,,,
mislam8,SecondIntoFirstDivisible,73,eval_input,2020-03-03 11:57:38,2 33,false,,,,,
mislam8,SecondIntoFirstDivisible,74,eval_input,2020-03-03 11:57:40,2 3,false,,,,,
mislam8,SecondIntoFirstDivisible,75,eval_input,2020-03-03 11:57:44,2 4,false,,,,,
mislam8,SecondIntoFirstDivisible,76,eval_input,2020-03-03 11:58:46,3 4,false,,,,,
mislam8,SecondIntoFirstDivisible,77,eval_input,2020-03-03 11:58:51,8 4,true,,,,,
mislam8,SecondIntoFirstDivisible,78,eval_input,2020-03-03 11:59:15,5 10,false,,,,,
mislam8,SecondIntoFirstDivisible,79,eval_input,2020-03-03 11:59:21,5 5,true,,,,,
mislam8,SecondIntoFirstDivisible,80,eval_input,2020-03-03 11:59:24,10 5,true,,,,,
mislam8,SecondIntoFirstDivisible,81,eval_input,2020-03-03 11:59:48,11 5,false,,,,,
mislam8,SecondIntoFirstDivisible,82,eval_input,2020-03-03 11:59:51,15 5,true,,,,,
mislam8,SecondIntoFirstDivisible,83,eval_input,2020-03-03 11:59:58,15 10,false,,,,,
mislam8,SecondIntoFirstDivisible,84,eval_input,2020-03-03 12:00:02,20 10,true,,,,,
mislam8,SecondIntoFirstDivisible,85,eval_input,2020-03-03 12:00:08,2000 4,true,,,,,
mislam8,SecondIntoFirstDivisible,86,quiz_answer,2020-03-03 12:00:38,"8,2",true,0,true,true,,
mislam8,SecondIntoFirstDivisible,87,quiz_answer,2020-03-03 12:00:41,"2,8",false,1,false,true,,
mislam8,SecondIntoFirstDivisible,88,quiz_answer,2020-03-03 12:00:49,"0,2",true,2,true,true,,
mislam8,SecondIntoFirstDivisible,89,final_answer,2020-03-03 12:00:51,,,,,,"returns true if second input divides first input, else returns false",
mislam8,SumBetween,90,eval_input,2020-03-03 12:01:04,0 0,0,,,,,
mislam8,SumBetween,91,eval_input,2020-03-03 12:01:06,1 0,0,,,,,
mislam8,SumBetween,92,eval_input,2020-03-03 12:01:09,7 0,0,,,,,
mislam8,SumBetween,93,eval_input,2020-03-03 12:01:11,7 1,0,,,,,
mislam8,SumBetween,94,eval_input,2020-03-03 12:01:14,7 2,0,,,,,
mislam8,SumBetween,95,eval_input,2020-03-03 12:01:19,70 10,0,,,,,
mislam8,SumBetween,96,eval_input,2020-03-03 12:01:26,70 12,0,,,,,
mislam8,SumBetween,97,eval_input,2020-03-03 12:01:27,70 11,0,,,,,
mislam8,SumBetween,98,eval_input,2020-03-03 12:01:30,10 11,21,,,,,
mislam8,SumBetween,99,eval_input,2020-03-03 12:01:46,10 1,0,,,,,
mislam8,SumBetween,100,eval_input,2020-03-03 12:01:48,10 2,0,,,,,
mislam8,SumBetween,101,eval_input,2020-03-03 12:01:49,10 3,0,,,,,
mislam8,SumBetween,102,eval_input,2020-03-03 12:01:51,10 4,0,,,,,
mislam8,SumBetween,103,eval_input,2020-03-03 12:01:52,10 5,0,,,,,
mislam8,SumBetween,104,eval_input,2020-03-03 12:01:53,10 6,0,,,,,
mislam8,SumBetween,105,eval_input,2020-03-03 12:01:54,10 7,0,,,,,
mislam8,SumBetween,106,eval_input,2020-03-03 12:01:55,10 8,0,,,,,
mislam8,SumBetween,107,eval_input,2020-03-03 12:01:57,10 9,0,,,,,
mislam8,SumBetween,108,eval_input,2020-03-03 12:01:58,10 910,414460,,,,,
mislam8,SumBetween,109,eval_input,2020-03-03 12:02:01,10 10,10,,,,,
mislam8,SumBetween,110,eval_input,2020-03-03 12:02:28,1 2,3,,,,,
mislam8,SumBetween,111,eval_input,2020-03-03 12:02:30,1 3,6,,,,,
mislam8,SumBetween,112,eval_input,2020-03-03 12:02:32,1 4,10,,,,,
mislam8,SumBetween,113,eval_input,2020-03-03 12:02:37,1 5,15,,,,,
mislam8,SumBetween,114,eval_input,2020-03-03 12:02:51,20 22,63,,,,,
mislam8,SumBetween,115,quiz_answer,2020-03-03 12:03:35,"2,5",14,0,14,true,,
mislam8,SumBetween,116,quiz_answer,2020-03-03 12:03:38,"5,2",0,1,0,true,,
mislam8,SumBetween,117,quiz_answer,2020-03-03 12:03:46,"-2,3",3,2,3,true,,
mislam8,SumBetween,118,final_answer,2020-03-03 12:03:48,,,,,,"if the second output is greater than the first, returns the sum of integers from first input to second input (inclusive)
else returns zero",
mthain,Average,0,eval_input,2020-02-21 08:34:20,1,1,,,,,
mthain,Average,1,eval_input,2020-02-21 08:34:26,0,0,,,,,
mthain,Average,2,eval_input,2020-02-21 08:34:34,-1,-1,,,,,
mthain,Average,3,eval_input,2020-02-21 08:34:41,10,10,,,,,
mthain,Average,4,eval_input,2020-02-21 08:34:45,69,69,,,,,
mthain,Average,5,eval_input,2020-02-21 08:34:47,-2340,-2340,,,,,
mthain,Average,6,eval_input,2020-02-21 08:34:57,1 1,1,,,,,
mthain,Average,7,eval_input,2020-02-21 08:35:00,1 2,1.5,,,,,
mthain,Average,8,eval_input,2020-02-21 08:35:02,1 3,2,,,,,
mthain,Average,9,eval_input,2020-02-21 08:35:05,2 2,2,,,,,
mthain,Average,10,eval_input,2020-02-21 08:35:06,2 3,2.5,,,,,
mthain,Average,11,eval_input,2020-02-21 08:35:10,2 4,3,,,,,
mthain,Average,12,eval_input,2020-02-21 08:35:11,2 5,3.5,,,,,
mthain,Average,13,eval_input,2020-02-21 08:35:15,2 2 2,2,,,,,
mthain,Average,14,eval_input,2020-02-21 08:35:17,2 2 3,2.33333333333333,,,,,
mthain,Average,15,eval_input,2020-02-21 08:35:20,2 2 4,2.66666666666667,,,,,
mthain,Average,16,eval_input,2020-02-21 08:35:27,2 0 2,1.33333333333333,,,,,
mthain,Average,17,eval_input,2020-02-21 08:35:46,0 0 0 4,1,,,,,
mthain,Average,18,eval_input,2020-02-21 08:35:48,0 0 0 8,2,,,,,
mthain,Average,19,eval_input,2020-02-21 08:35:54,0 0 0 69,17.25,,,,,
mthain,Average,20,eval_input,2020-02-21 08:35:57,0 0 0 80,20,,,,,
mthain,Average,21,eval_input,2020-02-21 08:36:02,3 3 3 3,3,,,,,
mthain,Average,22,eval_input,2020-02-21 08:36:06,3 4 2 3,3,,,,,
mthain,Average,23,eval_input,2020-02-21 08:37:28,3 -1 2 3,1.75,,,,,
mthain,Average,24,eval_input,2020-02-21 08:37:35,-1 -1 -1 -1,-1,,,,,
mthain,Average,25,eval_input,2020-02-21 08:37:43,0 4 0 0,1,,,,,
mthain,Average,26,eval_input,2020-02-21 08:37:46,0 -4 0 0,-1,,,,,
mthain,Average,27,quiz_answer,2020-02-21 08:38:05,1 8 24,11,0,11,true,,
mthain,Average,28,quiz_answer,2020-02-21 08:38:12,8 1 24,11,1,11,true,,
mthain,Average,29,quiz_answer,2020-02-21 08:38:17,1 2 3 14,5,2,5,true,,
mthain,Average,30,final_answer,2020-02-21 08:38:19,,,,,,"Calculates the mean of the integers (sum the integers, divide by list size; not defined for empty list)",
mthain,FirstIntoSecondDivisible,31,eval_input,2020-02-21 08:57:20,1 1,true,,,,,
mthain,FirstIntoSecondDivisible,32,eval_input,2020-02-21 08:57:23,0 1,false,,,,,
mthain,FirstIntoSecondDivisible,33,eval_input,2020-02-21 08:57:26,-1 1,true,,,,,
mthain,FirstIntoSecondDivisible,34,eval_input,2020-02-21 08:57:29,-2 1,false,,,,,
mthain,FirstIntoSecondDivisible,35,eval_input,2020-02-21 08:57:34,-69 1,false,,,,,
mthain,FirstIntoSecondDivisible,36,eval_input,2020-02-21 08:57:36,2000 1,false,,,,,
mthain,FirstIntoSecondDivisible,37,eval_input,2020-02-21 08:57:38,0 1,false,,,,,
mthain,FirstIntoSecondDivisible,38,eval_input,2020-02-21 08:57:49,4 -123,false,,,,,
mthain,FirstIntoSecondDivisible,39,eval_input,2020-02-21 08:57:51,4 -4,true,,,,,
mthain,FirstIntoSecondDivisible,40,eval_input,2020-02-21 08:57:53,4 0,true,,,,,
mthain,FirstIntoSecondDivisible,41,eval_input,2020-02-21 08:57:55,4 4,true,,,,,
mthain,FirstIntoSecondDivisible,42,eval_input,2020-02-21 08:57:57,4 1234,false,,,,,
mthain,FirstIntoSecondDivisible,43,quiz_answer,2020-02-21 08:59:34,"2,8",false,0,true,false,,
mthain,FirstIntoSecondDivisible,44,quiz_answer,2020-02-21 09:00:01,"2,8",false,0,true,false,,
mthain,FirstIntoSecondDivisible,45,cheat_attempt,2020-02-21 09:00:08,2 8,true,,,,,
mthain,FirstIntoSecondDivisible,46,cheat_attempt,2020-02-21 09:00:13,2 8,true,,,,,
mthain,FirstIntoSecondDivisible,47,cheat_attempt,2020-02-21 09:00:42,2 8,true,,,,,
mthain,FirstIntoSecondDivisible,48,cheat_attempt,2020-02-21 09:00:44,2 8,true,,,,,
mthain,FirstIntoSecondDivisible,49,quiz_answer,2020-02-21 09:01:08,"2,8",true,0,true,true,,
mthain,FirstIntoSecondDivisible,50,quiz_answer,2020-02-21 09:01:11,"8,2",false,1,false,true,,
mthain,FirstIntoSecondDivisible,51,quiz_answer,2020-02-21 09:01:17,"2,0",false,2,true,false,,
mthain,FirstIntoSecondDivisible,52,quiz_answer,2020-02-21 09:03:32,"2,8",true,0,true,true,,
mthain,FirstIntoSecondDivisible,53,quiz_answer,2020-02-21 09:03:35,"8,2",false,1,false,true,,
mthain,FirstIntoSecondDivisible,54,quiz_answer,2020-02-21 09:03:40,"2,0",true,2,true,true,,
mthain,FirstIntoSecondDivisible,55,final_answer,2020-02-21 09:03:41,,,,,,"?? 2nd is a multiple of the first ?? omg i literally ignored the f(4,0)=true kms",
mthain,SumBetween,56,eval_input,2020-02-21 09:04:26,2 8,35,,,,,
mthain,SumBetween,57,eval_input,2020-02-21 09:04:30,2 8,35,,,,,
mthain,SumBetween,58,eval_input,2020-02-21 09:04:32,2 8,35,,,,,
mthain,SumBetween,59,eval_input,2020-02-21 09:04:33,0 8,36,,,,,
mthain,SumBetween,60,eval_input,2020-02-21 09:04:35,0 0,0,,,,,
mthain,SumBetween,61,eval_input,2020-02-21 09:04:42,0 1,1,,,,,
mthain,SumBetween,62,eval_input,2020-02-21 09:04:44,0 2,3,,,,,
mthain,SumBetween,63,eval_input,2020-02-21 09:04:46,0 3,6,,,,,
mthain,SumBetween,64,eval_input,2020-02-21 09:04:47,0 4,10,,,,,
mthain,SumBetween,65,eval_input,2020-02-21 09:04:48,0 5,15,,,,,
mthain,SumBetween,66,eval_input,2020-02-21 09:05:13,0 6,21,,,,,
mthain,SumBetween,67,eval_input,2020-02-21 09:05:20,0 7,28,,,,,
mthain,SumBetween,68,eval_input,2020-02-21 09:05:26,0 8,36,,,,,
mthain,SumBetween,69,eval_input,2020-02-21 09:05:28,0 9,45,,,,,
mthain,SumBetween,70,eval_input,2020-02-21 09:05:30,0 0,0,,,,,
mthain,SumBetween,71,eval_input,2020-02-21 09:05:34,0 -1,0,,,,,
mthain,SumBetween,72,eval_input,2020-02-21 09:05:35,0 -2,0,,,,,
mthain,SumBetween,73,eval_input,2020-02-21 09:05:37,0 -69,0,,,,,
mthain,SumBetween,74,eval_input,2020-02-21 09:05:54,-1 -999,0,,,,,
mthain,SumBetween,75,eval_input,2020-02-21 09:05:56,-234 -999,0,,,,,
mthain,SumBetween,76,eval_input,2020-02-21 09:06:01,-2345245245 -999,-2.75008763194037E+018,,,,,
mthain,SumBetween,77,eval_input,2020-02-21 09:06:18,-234523423 0,-2.750061818124E+016,,,,,
mthain,SumBetween,78,eval_input,2020-02-21 09:06:28,-999 0,-499500,,,,,
mthain,SumBetween,79,eval_input,2020-02-21 09:06:31,-998 0,-498501,,,,,
mthain,SumBetween,80,eval_input,2020-02-21 09:06:32,-997 0,-497503,,,,,
mthain,SumBetween,81,eval_input,2020-02-21 09:06:33,-95 0,-4560,,,,,
mthain,SumBetween,82,eval_input,2020-02-21 09:06:35,-93 0,-4371,,,,,
mthain,SumBetween,83,eval_input,2020-02-21 09:06:37,-9 0,-45,,,,,
mthain,SumBetween,84,eval_input,2020-02-21 09:06:38,-3 0,-6,,,,,
mthain,SumBetween,85,eval_input,2020-02-21 09:06:39,-2 0,-3,,,,,
mthain,SumBetween,86,eval_input,2020-02-21 09:06:41,-1 0,-1,,,,,
mthain,SumBetween,87,eval_input,2020-02-21 09:06:50,-2 0,-3,,,,,
mthain,SumBetween,88,eval_input,2020-02-21 09:06:53,-3 0,-6,,,,,
mthain,SumBetween,89,eval_input,2020-02-21 09:06:55,-4 0,-10,,,,,
mthain,SumBetween,90,eval_input,2020-02-21 09:06:57,-5 0,-15,,,,,
mthain,SumBetween,91,eval_input,2020-02-21 09:06:59,-6 0,-21,,,,,
mthain,SumBetween,92,eval_input,2020-02-21 09:07:08,1 0,0,,,,,
mthain,SumBetween,93,eval_input,2020-02-21 09:07:09,2 0,0,,,,,
mthain,SumBetween,94,eval_input,2020-02-21 09:07:10,3 0,0,,,,,
mthain,SumBetween,95,eval_input,2020-02-21 09:07:11,4 0,0,,,,,
mthain,SumBetween,96,eval_input,2020-02-21 09:07:12,5 0,0,,,,,
mthain,SumBetween,97,eval_input,2020-02-21 09:07:13,6 0,0,,,,,
mthain,SumBetween,98,eval_input,2020-02-21 09:07:14,7 0,0,,,,,
mthain,SumBetween,99,eval_input,2020-02-21 09:07:15,8 0,0,,,,,
mthain,SumBetween,100,eval_input,2020-02-21 09:07:16,9 0,0,,,,,
mthain,SumBetween,101,eval_input,2020-02-21 09:07:16,0 0,0,,,,,
mthain,SumBetween,102,eval_input,2020-02-21 09:07:20,0 0,0,,,,,
mthain,SumBetween,103,eval_input,2020-02-21 09:07:24,-1 0,-1,,,,,
mthain,SumBetween,104,eval_input,2020-02-21 09:07:26,-1 1,0,,,,,
mthain,SumBetween,105,eval_input,2020-02-21 09:07:28,-1 2,2,,,,,
mthain,SumBetween,106,eval_input,2020-02-21 09:07:30,-1 3,5,,,,,
mthain,SumBetween,107,eval_input,2020-02-21 09:07:31,-1 4,9,,,,,
mthain,SumBetween,108,eval_input,2020-02-21 09:07:32,-1 5,14,,,,,
mthain,SumBetween,109,eval_input,2020-02-21 09:07:35,-1 6,20,,,,,
mthain,SumBetween,110,eval_input,2020-02-21 09:07:38,-2 6,18,,,,,
mthain,SumBetween,111,eval_input,2020-02-21 09:07:40,-3 6,15,,,,,
mthain,SumBetween,112,eval_input,2020-02-21 09:07:44,-4 6,11,,,,,
mthain,SumBetween,113,eval_input,2020-02-21 09:07:45,-5 6,6,,,,,
mthain,SumBetween,114,eval_input,2020-02-21 09:07:46,-6 6,0,,,,,
mthain,SumBetween,115,eval_input,2020-02-21 09:10:34,-9 -33,0,,,,,
mthain,SumBetween,116,eval_input,2020-02-21 09:10:42,12 4,0,,,,,
mthain,SumBetween,117,eval_input,2020-02-21 09:11:37,12 -4,0,,,,,
mthain,SumBetween,118,eval_input,2020-02-21 09:11:42,12 13,25,,,,,
mthain,SumBetween,119,eval_input,2020-02-21 09:11:53,1 2,3,,,,,
mthain,SumBetween,120,eval_input,2020-02-21 09:12:00,2 2,2,,,,,
mthain,SumBetween,121,eval_input,2020-02-21 09:12:02,3 2,0,,,,,
mthain,SumBetween,122,eval_input,2020-02-21 09:12:07,4 2,0,,,,,
mthain,SumBetween,123,eval_input,2020-02-21 09:12:08,4 3,0,,,,,
mthain,SumBetween,124,eval_input,2020-02-21 09:12:09,4 4,4,,,,,
mthain,SumBetween,125,eval_input,2020-02-21 09:12:15,4 0,0,,,,,
mthain,SumBetween,126,quiz_answer,2020-02-21 09:17:17,"2,5",14,0,14,true,,
mthain,SumBetween,127,quiz_answer,2020-02-21 09:17:21,"5,2",0,1,0,true,,
mthain,SumBetween,128,quiz_answer,2020-02-21 09:17:28,"-2,3",0,2,3,false,,
mthain,SumBetween,129,quiz_answer,2020-02-21 09:18:15,"2,5",14,0,14,true,,
mthain,SumBetween,130,quiz_answer,2020-02-21 09:18:18,"5,2",0,1,0,true,,
mthain,SumBetween,131,quiz_answer,2020-02-21 09:18:29,"-2,3",3,2,3,true,,
mthain,SumBetween,132,final_answer,2020-02-21 09:18:30,,,,,,noooo give me my answer back. basically fib stuff but ..,
mthain,Induced,133,eval_input,2020-02-21 09:19:35,0,0,,,,,
mthain,Induced,134,eval_input,2020-02-21 09:19:36,1,0,,,,,
mthain,Induced,136,eval_input,2020-02-21 09:19:37,3,3,,,,,
mthain,Induced,135,eval_input,2020-02-21 09:19:37,2,1,,,,,
mthain,Induced,137,eval_input,2020-02-21 09:19:38,4,6,,,,,
mthain,Induced,138,eval_input,2020-02-21 09:19:39,5,10,,,,,
mthain,Induced,139,eval_input,2020-02-21 09:19:40,6,15,,,,,
mthain,Induced,140,eval_input,2020-02-21 09:19:42,10,45,,,,,
mthain,Induced,141,eval_input,2020-02-21 09:19:45,100,4950,,,,,
mthain,Induced,142,eval_input,2020-02-21 09:19:49,-1,1,,,,,
mthain,Induced,143,eval_input,2020-02-21 09:19:50,-2,3,,,,,
mthain,Induced,144,eval_input,2020-02-21 09:19:50,-3,6,,,,,
mthain,Induced,145,eval_input,2020-02-21 09:19:51,-4,10,,,,,
mthain,Induced,146,eval_input,2020-02-21 09:19:52,-5,15,,,,,
mthain,Induced,147,eval_input,2020-02-21 09:19:53,-6,21,,,,,
mthain,Induced,148,eval_input,2020-02-21 09:19:57,-10,55,,,,,
mthain,Induced,149,eval_input,2020-02-21 09:20:00,-100,5050,,,,,
mthain,Induced,150,eval_input,2020-02-21 09:20:18,-9,45,,,,,
mthain,Induced,151,eval_input,2020-02-21 09:20:21,9,36,,,,,
mthain,Induced,152,eval_input,2020-02-21 09:20:25,8,28,,,,,
mthain,Induced,153,eval_input,2020-02-21 09:20:28,-8,36,,,,,
mthain,Induced,154,eval_input,2020-02-21 09:20:30,-7,28,,,,,
mthain,Induced,155,eval_input,2020-02-21 09:20:32,-7,28,,,,,
mthain,Induced,156,eval_input,2020-02-21 09:21:21,7,21,,,,,
mthain,Induced,157,eval_input,2020-02-21 09:21:23,6,15,,,,,
mthain,Induced,158,eval_input,2020-02-21 09:21:27,-6,21,,,,,
mthain,Induced,159,eval_input,2020-02-21 09:21:30,-5,15,,,,,
mthain,Induced,160,eval_input,2020-02-21 09:21:31,5,10,,,,,
mthain,Induced,161,eval_input,2020-02-21 09:21:35,0,0,,,,,
mthain,Induced,162,eval_input,2020-02-21 09:21:36,-1,1,,,,,
mthain,Induced,163,eval_input,2020-02-21 09:21:37,-2,3,,,,,
mthain,Induced,164,eval_input,2020-02-21 09:21:41,-3,6,,,,,
mthain,Induced,165,eval_input,2020-02-21 09:21:46,-4,10,,,,,
mthain,Induced,166,eval_input,2020-02-21 09:21:49,-5,15,,,,,
mthain,Induced,167,eval_input,2020-02-21 09:21:51,-6,21,,,,,
mthain,Induced,168,eval_input,2020-02-21 09:21:53,1,0,,,,,
mthain,Induced,169,eval_input,2020-02-21 09:21:54,12,66,,,,,
mthain,Induced,170,eval_input,2020-02-21 09:21:56,2,1,,,,,
mthain,Induced,171,eval_input,2020-02-21 09:21:57,3,3,,,,,
mthain,Induced,172,eval_input,2020-02-21 09:21:58,4,6,,,,,
mthain,Induced,173,eval_input,2020-02-21 09:21:59,5,10,,,,,
mthain,Induced,174,eval_input,2020-02-21 09:22:00,6,15,,,,,
mthain,Induced,175,eval_input,2020-02-21 09:22:01,7,21,,,,,
mthain,Induced,176,quiz_answer,2020-02-21 09:23:52,11,89,0,55,false,,
mthain,Induced,177,cheat_attempt,2020-02-21 09:24:04,11,55,,,,,
mthain,Induced,178,quiz_answer,2020-02-21 09:26:44,11,55,0,55,true,,
mthain,Induced,179,quiz_answer,2020-02-21 09:26:53,9,21,1,36,false,,
mthain,Induced,180,final_answer,2020-02-21 09:27:12,,,,,,"for pos, fib(x-1); for neg, fib(|x|) (i wrote this last time but i messed it up writing the answer lol)
",
mthain,SumParityInt,181,eval_input,2020-02-21 09:27:28,empty,0,,,,,
mthain,SumParityInt,182,eval_input,2020-02-21 09:27:30,1,1,,,,,
mthain,SumParityInt,183,eval_input,2020-02-21 09:27:32,2,0,,,,,
mthain,SumParityInt,184,eval_input,2020-02-21 09:27:33,3,1,,,,,
mthain,SumParityInt,185,eval_input,2020-02-21 09:27:34,4,0,,,,,
mthain,SumParityInt,186,eval_input,2020-02-21 09:27:35,5,1,,,,,
mthain,SumParityInt,187,eval_input,2020-02-21 09:27:36,6,0,,,,,
mthain,SumParityInt,188,eval_input,2020-02-21 09:27:38,-1,1,,,,,
mthain,SumParityInt,189,eval_input,2020-02-21 09:27:40,-2,0,,,,,
mthain,SumParityInt,190,eval_input,2020-02-21 09:27:41,-3,1,,,,,
mthain,SumParityInt,191,eval_input,2020-02-21 09:27:43,-4,0,,,,,
mthain,SumParityInt,192,eval_input,2020-02-21 09:27:45,0,0,,,,,
mthain,SumParityInt,193,eval_input,2020-02-21 09:27:47,0 1,1,,,,,
mthain,SumParityInt,194,eval_input,2020-02-21 09:27:48,0 2,0,,,,,
mthain,SumParityInt,195,eval_input,2020-02-21 09:27:49,0 3,1,,,,,
mthain,SumParityInt,196,eval_input,2020-02-21 09:27:50,0 4,0,,,,,
mthain,SumParityInt,197,eval_input,2020-02-21 09:27:51,0 5,1,,,,,
mthain,SumParityInt,198,eval_input,2020-02-21 09:27:57,empty,0,,,,,
mthain,SumParityInt,199,eval_input,2020-02-21 09:27:59,0 6,0,,,,,
mthain,SumParityInt,200,eval_input,2020-02-21 09:28:05,0 -1,1,,,,,
mthain,SumParityInt,201,eval_input,2020-02-21 09:28:06,0 -2,0,,,,,
mthain,SumParityInt,202,eval_input,2020-02-21 09:28:07,0 -3,1,,,,,
mthain,SumParityInt,203,eval_input,2020-02-21 09:28:09,0 -4,0,,,,,
mthain,SumParityInt,204,eval_input,2020-02-21 09:28:12,0 -4 1,1,,,,,
mthain,SumParityInt,205,eval_input,2020-02-21 09:28:15,0 -4 2,0,,,,,
mthain,SumParityInt,206,eval_input,2020-02-21 09:28:17,0 -4 0,0,,,,,
mthain,SumParityInt,207,eval_input,2020-02-21 09:28:18,0 -4 -1,1,,,,,
mthain,SumParityInt,208,eval_input,2020-02-21 09:28:20,0 -4 -2,0,,,,,
mthain,SumParityInt,209,eval_input,2020-02-21 09:28:31,1 1,0,,,,,
mthain,SumParityInt,210,eval_input,2020-02-21 09:28:41,1 2,1,,,,,
mthain,SumParityInt,211,eval_input,2020-02-21 09:28:43,1 1 1,1,,,,,
mthain,SumParityInt,212,quiz_answer,2020-02-21 09:29:04,333,1,0,1,true,,
mthain,SumParityInt,213,quiz_answer,2020-02-21 09:29:10,-8 3,1,1,1,true,,
mthain,SumParityInt,215,final_answer,2020-02-21 09:29:14,,,,,,"parity of the sum -> odd =1, even =0",
mthain,SumParityInt,214,quiz_answer,2020-02-21 09:29:14,1 0 1,0,2,0,true,,
spark108,SumBetween,0,eval_input,2020-02-21 10:06:02,1 2,3,,,,,
spark108,SumBetween,1,eval_input,2020-02-21 10:06:06,4 2,0,,,,,
spark108,SumBetween,2,eval_input,2020-02-21 10:06:08,5 2,0,,,,,
spark108,SumBetween,3,eval_input,2020-02-21 10:06:10,5 2,0,,,,,
spark108,SumBetween,4,eval_input,2020-02-21 10:06:12,5 3,0,,,,,
spark108,SumBetween,5,eval_input,2020-02-21 10:06:16,5 7,18,,,,,
spark108,SumBetween,6,eval_input,2020-02-21 10:06:45,5 9,35,,,,,
spark108,SumBetween,7,eval_input,2020-02-21 10:07:52,5 11,56,,,,,
spark108,SumBetween,8,eval_input,2020-02-21 10:22:32,5 11,56,,,,,
spark108,SumBetween,9,eval_input,2020-02-21 10:22:42,11 5,0,,,,,
spark108,SumBetween,10,eval_input,2020-02-21 10:26:21,7 9,24,,,,,
spark108,SumBetween,11,eval_input,2020-02-21 10:27:28,7 7,7,,,,,
spark108,SumBetween,12,eval_input,2020-02-21 10:27:56,11 132,8723,,,,,
spark108,SumBetween,13,eval_input,2020-02-21 10:29:20,11 20,155,,,,,
spark108,SumBetween,14,eval_input,2020-02-21 10:30:37,7 8,15,,,,,
spark108,SumBetween,15,eval_input,2020-02-21 10:30:50,7 10,34,,,,,
spark108,SumBetween,16,eval_input,2020-02-21 10:31:24,7 100,5029,,,,,
spark108,SumBetween,17,eval_input,2020-02-21 10:31:41,70 100,2635,,,,,
spark108,SumBetween,18,quiz_answer,2020-02-21 10:35:09,"2,5",14,0,14,true,,
spark108,SumBetween,19,quiz_answer,2020-02-21 10:35:17,"5,2",0,1,0,true,,
spark108,SumBetween,20,quiz_answer,2020-02-21 10:35:51,"-2,3",3,2,3,true,,
spark108,SumBetween,21,final_answer,2020-02-21 10:35:53,,,,,,"Given (a,b), if b<a, return 0
if a >=b, return ((a+b)(b-a+1)/2)",
spark108,Induced,22,eval_input,2020-02-21 10:36:55,1,0,,,,,
spark108,Induced,23,eval_input,2020-02-21 10:36:57,2,1,,,,,
spark108,Induced,24,eval_input,2020-02-21 10:36:59,3,3,,,,,
spark108,Induced,25,eval_input,2020-02-21 10:37:05,4,6,,,,,
spark108,Induced,26,eval_input,2020-02-21 10:37:06,5,10,,,,,
spark108,Induced,27,eval_input,2020-02-21 10:37:08,6,15,,,,,
spark108,Induced,28,eval_input,2020-02-21 10:37:10,60,1770,,,,,
spark108,Induced,29,eval_input,2020-02-21 10:37:12,0,0,,,,,
spark108,Induced,30,eval_input,2020-02-21 10:37:19,10,45,,,,,
spark108,Induced,31,eval_input,2020-02-21 10:44:47,-2,3,,,,,
spark108,Induced,32,eval_input,2020-02-21 10:44:58,-1,1,,,,,
spark108,Induced,33,eval_input,2020-02-21 10:45:24,-3,6,,,,,
